feature_id,explanation
1460,"Tokens ""so"" and ""."" following statements of intent or desire."
1463,"The token ""day"" in the phrase ""Every day"" at the start of a recurring activity description."
1465,"The token ""So"" starting a causal or explanatory sentence following an action or event."
1466,Periods concluding sentences often describing objects or situations with associated actions or characters.
1467,"The indefinite article ""a"" preceding descriptions of time, objects, or actions."
1468,"The token ""red"" describing objects, often in playful or vivid contexts."
1469,"The token ""oy"" within the word ""oyster"" in contexts involving adjectives or descriptive narrative."
1473,"The proper noun ""Lily"" in a narrative context."
1474,Pronouns following references to sounds or voices.
1475,"Tokens ""record"" and ""print"" in contexts of media or reproduction, and ""laser"" in technical or creative settings."
1476,"The word ""reliable"" in diverse contexts, often tied to narrative or descriptive elements."
1477,"The token ""about"" or ""of"" in warnings or cautionary contexts."
1478,"The token ""no"" used emphatically or in expressions of negation or impossibility."
1480,"Verbs indicating assistance with movement or retrieval, especially ""get"" and occasionally ""reach""."
1481,"The verbs ""pushed"" and ""pulled"" in contexts of physical interaction with objects."
1482,"The conjunction ""and"" linking lists of similar or related objects."
1483,Verbs indicating desire or intention followed by a direct object or action.
1485,"The token ""park"" following a preposition and describing a location for recreational activities."
1486,Tokens linked to observing or describing celestial objects in the sky.
1489,The comma separating contrasting or connected clauses in narrative text.
1491,"The verbs ""was"" or ""said"" in conjunction with descriptions of a person's state or speech."
1492,"The word ""never"" in contexts emphasizing first-time experiences or unfamiliarity."
1493,"The modal verb ""will"" indicating future actions or events."
1494,Tokens referring to specific toy objects in child-centered narratives.
1495,"The token "","" following ""Then"" in sentences describing sudden events or transitions."
1497,"The verb ""get"" used in contexts of achieving or accessing something."
1500,"Verbs ""playing"" and ""looking"" in contexts of imaginative or exploratory activities."
1503,"The token ""to"" following ""decided"" in sentences describing an action or intention."
1505,"The verb ""talk"" in contexts of communication or interaction."
1507,"The token ""end"" in phrases describing conclusions or final points in narratives or actions."
1508,"The conjunction ""but"" signaling contrast or difficulty in actions attempted."
1511,"The verb ""take"" in contexts suggesting an action or decision."
1512,"Words indicating an antagonist in a narrative, often linked to danger or conflict."
1513,"The article ""a"" or ""A"" preceding adjectives that describe animals or people in narrative contexts."
1514,"The word ""the"" preceding nouns in contexts of giving, surprising, or manipulating objects."
1515,Adjectives describing personality traits or emotional states within dialogue contexts.
1517,"The conjunction ""and"" following a subject traveling or transitioning to a specific location."
1520,"Prepositions in contexts of movement, time, or accompaniment."
1521,"The article ""a"" introducing a subject in a storytelling context."
1522,"Conjunction ""and"" following a description of fear or being scared."
1524,"The word ""day"" in narrative contexts, often involving recurring or significant events."
1525,"The pronoun ""it"" in contexts of being found or discovered."
1526,"The word ""even"" emphasizing comparative degrees or intensification in descriptive or narrative contexts."
1527,"Temporal transition phrases ""from X on,"" with ""day,"" ""now,"" or ""then"" indicating a starting point."
1528,Verbs indicating the act of bringing or transporting something.
1530,"The verb ""went"" in past-tense narrative contexts, often describing movement or actions in a story."
1531,"The token ""question"" in contexts involving summaries, features, or abstract concepts."
1532,Pronouns or verbs in sentences describing weather or environmental conditions.
1533,"Repeated verbs in ""X and X"" constructions emphasizing continuous or iterative actions."
1534,"The conjunction ""but"" signaling contrast or exception in narrative contexts."
1535,"The token ""turns"" in contexts involving transformation or revealing unexpected outcomes."
